Year,First Name,County,Sex,Count
2008,TIMOTHY,SUFFOLK,M,30
2008,TIMOTHY,DUTCHESS,M,6
2008,TIMOTHY,BRONX,M,10
2008,TIMOTHY,ALBANY,M,8
2008,TOBY,KINGS,F,24
2008,TOBY,ORANGE,F,5
2008,TOBY,ROCKLAND,F,9
2008,TRACY,KINGS,F,11
2008,TRANY,ROCKLAND,F,13
2008,TRAVIS,ROCKLAND,M,5
2008,TRAVIS,MONROE,M,8
2008,TRAVIS,ERIE,M,5
2008,TRAVIS,SUFFOLK,M,6
2008,TRENT,NIAGARA,M,6
2008,TRENT,MONROE,M,5
2008,TRENT,ERIE,M,8
2008,TRENTON,ERIE,M,5
2008,TRENTON,ST LAWRENCE,M,6
2008,TRENTON,ONONDAGA,M,5
2008,TRENTON,OSWEGO,M,5
2008,TREVOR,NASSAU,M,6
2008,TREVOR,NIAGARA,M,5
2008,TREVOR,JEFFERSON,M,6
2008,TREVOR,ERIE,M,8
2008,TREVOR,SUFFOLK,M,10
2008,TREVOR,ONONDAGA,M,7
2008,TREVOR,MONROE,M,9
2008,TREY,SUFFOLK,M,5
2008,TRINITY,CHAUTAUQUA,F,5
2008,TRINITY,NASSAU,F,6
2008,TRINITY,ERIE,F,9
2008,TRINITY,ONONDAGA,F,6
2008,TRINITY,BRONX,F,10
2008,TRINITY,SUFFOLK,F,8
2008,TRINITY,MONROE,F,5
2008,TRINITY,ONEIDA,F,6
2008,TRISTAN,ULSTER,M,6
2008,TRISTAN,BRONX,M,39
2008,TRISTAN,QUEENS,M,37
2008,TRISTAN,SUFFOLK,M,30
2008,TRISTAN,ERIE,M,14
2008,TRISTAN,WESTCHESTER,M,10
2008,TRISTAN,MONROE,M,7
2008,TRISTAN,JEFFERSON,M,5
2008,TRISTAN,NASSAU,M,25
2008,TRISTAN,KINGS,M,53
2008,TRISTAN,NEW YORK,M,18
2008,TROY,ONONDAGA,M,6
2008,TROY,ERIE,M,7
2008,TY,MONROE,M,5
2008,TYLER,ORANGE,M,21
2008,TYLER,ROCKLAND,M,10
2008,TYLER,RENSSELAER,M,12
2008,TYLER,QUEENS,M,69
2008,TYLER,ONONDAGA,M,27
2008,TYLER,ALBANY,M,12
2008,TYLER,WARREN,M,5
2008,TYLER,ONEIDA,M,14
2008,TYLER,WAYNE,M,6
2008,TYLER,NASSAU,M,53
2008,TYLER,MONROE,M,40
2008,TYLER,ST LAWRENCE,M,6
2008,TYLER,BROOME,M,11
2008,TYLER,JEFFERSON,M,8
2008,TYLER,OSWEGO,M,6
2008,TYLER,KINGS,M,73
2008,TYLER,CHAUTAUQUA,M,6
2008,TYLER,GENESEE,M,5
2008,TYLER,SCHENECTADY,M,16
2008,TYLER,SARATOGA,M,16
2008,TYLER,PUTNAM,M,6
2008,TYLER,ERIE,M,45
2008,TYLER,WESTCHESTER,M,38
2008,TYLER,DUTCHESS,M,10
2008,TYLER,BRONX,M,49
2008,TYLER,ORLEANS,M,7
2008,TYLER,NIAGARA,M,19
2008,TYLER,SUFFOLK,M,81
2008,TYLER,NEW YORK,M,38
2008,TZIREL,ROCKLAND,F,5
2008,TZIREL,ORANGE,F,6
2008,TZVI,KINGS,M,30
2008,TZVI,ROCKLAND,M,9
2008,URIEL,KINGS,M,12
2008,USHER,ROCKLAND,M,5
2008,USHER,KINGS,M,23
2008,VALENTINA,NASSAU,F,20
2008,VALENTINA,SUFFOLK,F,19
2008,VALENTINA,BRONX,F,10
2008,VALENTINA,NEW YORK,F,18
2008,VALENTINA,WESTCHESTER,F,5
2008,VALENTINA,KINGS,F,11
2008,VALENTINA,QUEENS,F,46
2008,VALERIA,SUFFOLK,F,6
2008,VALERIA,QUEENS,F,29
2008,VALERIA,BRONX,F,15
2008,VALERIA,KINGS,F,14
2008,VALERIA,NASSAU,F,5
2008,VALERIA,WESTCHESTER,F,16
2008,VALERIA,ROCKLAND,F,5
2008,VALERIE,NEW YORK,F,11
2008,VALERIE,SUFFOLK,F,5
2008,VALERIE,KINGS,F,20
2008,VALERIE,BRONX,F,16
2008,VALERIE,QUEENS,F,20
2008,VALERIE,NASSAU,F,12
2008,VALERIE,WESTCHESTER,F,8
2008,VANESSA,MONROE,F,8
2008,VANESSA,BRONX,F,23
2008,VANESSA,QUEENS,F,44
2008,VANESSA,KINGS,F,36
2008,VANESSA,NASSAU,F,13
2008,VANESSA,ORANGE,F,7
2008,VANESSA,RICHMOND,F,10
2008,VANESSA,WESTCHESTER,F,13
2008,VANESSA,NEW YORK,F,13
2008,VANESSA,SUFFOLK,F,32
2008,VERONICA,QUEENS,F,14
2008,VERONICA,KINGS,F,16
2008,VERONICA,ERIE,F,5
2008,VERONICA,WESTCHESTER,F,7
2008,VERONICA,SUFFOLK,F,12
2008,VICKY,KINGS,F,16
2008,VICTOR,ERIE,M,5
2008,VICTOR,SUFFOLK,M,14
2008,VICTOR,NEW YORK,M,20
2008,VICTOR,BRONX,M,32
2008,VICTOR,WESTCHESTER,M,9
2008,VICTOR,NASSAU,M,7
2008,VICTOR,KINGS,M,49
2008,VICTOR,RICHMOND,M,10
2008,VICTOR,QUEENS,M,30
2008,VICTORIA,ROCKLAND,F,7
2008,VICTORIA,ONONDAGA,F,7
2008,VICTORIA,RICHMOND,F,27
2008,VICTORIA,SCHENECTADY,F,6
2008,VICTORIA,NASSAU,F,38
2008,VICTORIA,ORANGE,F,6
2008,VICTORIA,QUEENS,F,86
2008,VICTORIA,NEW YORK,F,30
2008,VICTORIA,BRONX,F,30
2008,VICTORIA,ERIE,F,19
2008,VICTORIA,KINGS,F,74
2008,VICTORIA,WESTCHESTER,F,27
2008,VICTORIA,MONROE,F,11
2008,VICTORIA,SUFFOLK,F,52
2008,VINCENT,ORANGE,M,8
2008,VINCENT,ALBANY,M,5
2008,VINCENT,BRONX,M,10
2008,VINCENT,KINGS,M,58
2008,VINCENT,RICHMOND,M,22
2008,VINCENT,ONEIDA,M,5
2008,VINCENT,MONROE,M,12
2008,VINCENT,QUEENS,M,41
2008,VINCENT,ROCKLAND,M,6
2008,VINCENT,DUTCHESS,M,6
2008,VINCENT,WESTCHESTER,M,15
2008,VINCENT,NEW YORK,M,29
2008,VINCENT,NASSAU,M,31
2008,VINCENT,PUTNAM,M,7
2008,VINCENT,SUFFOLK,M,29
2008,VINCENT,ONONDAGA,M,10
2008,VINCENT,ERIE,M,9
2008,VINCENT,SCHENECTADY,M,7
2008,VINCENZO,NASSAU,M,7
2008,VIOLET,NEW YORK,F,13
2008,VIOLET,KINGS,F,20
2008,VIOLET,NASSAU,F,6
2008,VIOLET,DUTCHESS,F,6
2008,VIOLET,MONROE,F,5
2008,VIOLET,SUFFOLK,F,8
2008,VIVIAN,NASSAU,F,5
2008,VIVIAN,ERIE,F,6
2008,VIVIAN,NEW YORK,F,20
2008,VIVIAN,QUEENS,F,18
2008,VIVIAN,KINGS,F,37
2008,VIVIAN,MONROE,F,5
2008,VIVIANA,WESTCHESTER,F,5
2008,WENDY,KINGS,F,18
2008,WENDY,QUEENS,F,12
2008,WESLEY,NASSAU,M,5
2008,WILLIAM,ONONDAGA,M,22
2008,WILLIAM,ST LAWRENCE,M,5
2008,WILLIAM,KINGS,M,97
2008,WILLIAM,SCHENECTADY,M,17
2008,WILLIAM,WARREN,M,9
2008,WILLIAM,MADISON,M,6
2008,WILLIAM,NASSAU,M,59
2008,WILLIAM,BROOME,M,8
2008,WILLIAM,DELAWARE,M,5
2008,WILLIAM,ULSTER,M,5
2008,WILLIAM,QUEENS,M,75
2008,WILLIAM,MONROE,M,31
2008,WILLIAM,DUTCHESS,M,7
2008,WILLIAM,RENSSELAER,M,9
2008,WILLIAM,SUFFOLK,M,74
2008,WILLIAM,ROCKLAND,M,11
2008,WILLIAM,ONTARIO,M,5
2008,WILLIAM,WESTCHESTER,M,46
2008,WILLIAM,RICHMOND,M,14
2008,WILLIAM,ONEIDA,M,7
2008,WILLIAM,NEW YORK,M,128
2008,WILLIAM,ORANGE,M,21
2008,WILLIAM,SULLIVAN,M,5
2008,WILLIAM,NIAGARA,M,10
2008,WILLIAM,BRONX,M,38
2008,WILLIAM,TOMPKINS,M,9
2008,WILLIAM,JEFFERSON,M,16
2008,WILLIAM,ERIE,M,43
2008,WILLIAM,STEUBEN,M,5
2008,WILLIAM,ALLEGANY,M,5
2008,WILLIAM,SARATOGA,M,24
2008,WILLIAM,ALBANY,M,13
2008,WILLIAM,OSWEGO,M,9
2008,WILLIAM,CHAUTAUQUA,M,5
2008,WILLIE,MONROE,M,6
2008,WILMER,SUFFOLK,M,5
2008,WILSON,SUFFOLK,M,5
2008,WILSON,KINGS,M,20
2008,WINNIE,KINGS,F,12
2008,WYATT,ALLEGANY,M,5
2008,WYATT,KINGS,M,15
2008,WYATT,WESTCHESTER,M,5
2008,WYATT,FRANKLIN,M,5
2008,WYATT,ERIE,M,10
2008,WYATT,ONONDAGA,M,8
2008,WYATT,SARATOGA,M,7
2008,WYATT,OSWEGO,M,5
2008,WYATT,NIAGARA,M,5
2008,WYATT,CLINTON,M,5
2008,WYATT,ONEIDA,M,7
2008,WYATT,MONROE,M,6
2008,WYATT,RENSSELAER,M,5
2008,WYATT,ST LAWRENCE,M,8
2008,XANDER,ERIE,M,7
2008,XAVIER,NIAGARA,M,6
2008,XAVIER,QUEENS,M,58
2008,XAVIER,ONEIDA,M,5
2008,XAVIER,ONONDAGA,M,9
2008,XAVIER,ERIE,M,14
2008,XAVIER,ROCKLAND,M,5
2008,XAVIER,SUFFOLK,M,18
2008,XAVIER,ORANGE,M,6
2008,XAVIER,JEFFERSON,M,10
2008,XAVIER,NASSAU,M,13
2008,XAVIER,BRONX,M,78
2008,XAVIER,NEW YORK,M,32
2008,XAVIER,KINGS,M,64
2008,XAVIER,MONROE,M,20
2008,XAVIER,ALBANY,M,5
2008,XAVIER,WESTCHESTER,M,14
2008,XAVIER,SCHENECTADY,M,6
2008,YAAKOV,KINGS,M,30
2008,YAAKOV,ROCKLAND,M,9
2008,YAKOV,ORANGE,M,5
2008,YAKOV,ROCKLAND,M,24
2008,YAKOV,KINGS,M,23
2008,YANDEL,BRONX,M,12
2008,YARIEL,BRONX,M,10
2008,YASMIN,BRONX,F,11
2008,YASMIN,WESTCHESTER,F,6
2008,YECHIEL,ROCKLAND,M,6
2008,YECHIEL,KINGS,M,21
2008,YEHOSHUA,KINGS,M,23
2008,YEHUDA,NASSAU,M,5
2008,YEHUDA,ROCKLAND,M,7
2008,YEHUDA,QUEENS,M,12
2008,YEHUDA,KINGS,M,55
2008,YEHUDIS,KINGS,F,23
2008,YIDA,ORANGE,M,6
2008,YIDES,ORANGE,F,6
2008,YIDES,KINGS,F,12
2008,YISROEL,ROCKLAND,M,22
2008,YISROEL,ORANGE,M,6
2008,YISROEL,KINGS,M,42
2008,YITTY,ROCKLAND,F,10
2008,YITTY,KINGS,F,33
2008,YITZCHOK,ORANGE,M,5
2008,YITZCHOK,ROCKLAND,M,12
2008,YITZCHOK,KINGS,M,35
2008,YOCHEVED,KINGS,F,23
2008,YOEL,KINGS,M,10
2008,YOEL,ROCKLAND,M,5
2008,YOSEF,ROCKLAND,M,20
2008,YOSEF,KINGS,M,54
2008,YOUSEF,KINGS,M,10
2008,YUSUF,QUEENS,M,10
2008,ZACHARY,CAYUGA,M,7
2008,ZACHARY,ONTARIO,M,7
2008,ZACHARY,CHEMUNG,M,5
2008,ZACHARY,ONEIDA,M,11
2008,ZACHARY,BROOME,M,9
2008,ZACHARY,HERKIMER,M,5
2008,ZACHARY,QUEENS,M,29
2008,ZACHARY,ORANGE,M,12
2008,ZACHARY,DUTCHESS,M,18
2008,ZACHARY,KINGS,M,34
2008,ZACHARY,SCHENECTADY,M,15
2008,ZACHARY,NIAGARA,M,8
2008,ZACHARY,RENSSELAER,M,10
2008,ZACHARY,MONROE,M,26
2008,ZACHARY,BRONX,M,18
2008,ZACHARY,MADISON,M,6
2008,ZACHARY,WESTCHESTER,M,20
2008,ZACHARY,ALBANY,M,8
2008,ZACHARY,CHAUTAUQUA,M,6
2008,ZACHARY,ALLEGANY,M,6
2008,ZACHARY,NEW YORK,M,60
2008,ZACHARY,ONONDAGA,M,24
2008,ZACHARY,WAYNE,M,5
2008,ZACHARY,NASSAU,M,49
2008,ZACHARY,ULSTER,M,9
2008,ZACHARY,OSWEGO,M,5
2008,ZACHARY,CATTARAUGUS,M,5
2008,ZACHARY,SUFFOLK,M,48
2008,ZACHARY,JEFFERSON,M,7
2008,ZACHARY,ERIE,M,41
2008,ZACHARY,SARATOGA,M,12
2008,ZAIN,QUEENS,M,11
2008,ZAINAB,KINGS,F,13
2008,ZAIRE,KINGS,M,11
2008,ZAIRE,QUEENS,M,10
2008,ZALMEN,ROCKLAND,M,5
2008,ZALMEN,ORANGE,M,5
2008,ZARA,QUEENS,F,13
2008,ZARA,KINGS,F,10
2008,ZEV,KINGS,M,26
2008,ZEV,ROCKLAND,M,7
2008,ZION,KINGS,M,29
2008,ZION,ERIE,M,6
2008,ZION,BRONX,M,14
2008,ZISSEL,ROCKLAND,F,5
2008,ZISSY,ROCKLAND,F,7
2008,ZISSY,KINGS,F,16
2008,ZOE,KINGS,F,55
2008,ZOE,NEW YORK,F,54
2008,ZOE,MONROE,F,10
2008,ZOE,SUFFOLK,F,11
2008,ZOE,QUEENS,F,25
2008,ZOE,ERIE,F,7
2008,ZOE,ONONDAGA,F,10
2008,ZOE,WESTCHESTER,F,18
2008,ZOE,NASSAU,F,21
2008,ZOEY,KINGS,F,10
2008,ZOEY,SUFFOLK,F,5
2008,ZOEY,MONROE,F,6
2008,ZOEY,ERIE,F,5
2007,ZOEY,KINGS,F,11
2007,ZOEY,SUFFOLK,F,6
2007,ZOEY,MONROE,F,6
2007,ZOEY,ERIE,F,9
2007,ZOE,ULSTER,F,5
2007,ZOE,WESTCHESTER,F,24
2007,ZOE,BRONX,F,13
2007,ZOE,NEW YORK,F,55
2007,ZOE,NASSAU,F,15
2007,ZOE,ERIE,F,6
2007,ZOE,SUFFOLK,F,14
2007,ZOE,KINGS,F,34
2007,ZOE,MONROE,F,9
2007,ZOE,QUEENS,F,26
2007,ZOE,ALBANY,F,5
2007,ZISSY,ROCKLAND,F,5
2007,ZISSY,KINGS,F,27
2007,ZION,KINGS,M,15
2007,ZION,BRONX,M,14
2007,ZEV,ROCKLAND,M,6
2007,ZEV,KINGS,M,30
2007,ZARA,QUEENS,F,10
2007,ZAIRE,KINGS,M,14
2007,ZACKARY,SUFFOLK,M,6
2007,ZACKARY,ERIE,M,5
2007,ZACHARY,NASSAU,M,41
2007,ZACHARY,NEW YORK,M,53
2007,ZACHARY,QUEENS,M,23
2007,ZACHARY,RENSSELAER,M,5
2007,ZACHARY,TOMPKINS,M,8
2007,ZACHARY,WAYNE,M,5
2007,ZACHARY,ULSTER,M,5
2007,ZACHARY,SUFFOLK,M,38
2007,ZACHARY,DUTCHESS,M,6
2007,ZACHARY,CHAUTAUQUA,M,5
2007,ZACHARY,ONEIDA,M,8
2007,ZACHARY,MONROE,M,25
2007,ZACHARY,NIAGARA,M,15
2007,ZACHARY,STEUBEN,M,8
2007,ZACHARY,WESTCHESTER,M,35
2007,ZACHARY,ERIE,M,28
2007,ZACHARY,WASHINGTON,M,5
2007,ZACHARY,CHEMUNG,M,7
2007,ZACHARY,ALBANY,M,12
2007,ZACHARY,ST LAWRENCE,M,5
2007,ZACHARY,KINGS,M,35
2007,ZACHARY,SARATOGA,M,6
2007,ZACHARY,ROCKLAND,M,8
2007,ZACHARY,ONONDAGA,M,18
2007,ZACHARY,OSWEGO,M,5
2007,ZACHARY,ORANGE,M,12
2007,ZACHARY,CHENANGO,M,5
2007,YUSUF,NASSAU,M,5
2007,YOSEF,ROCKLAND,M,18
2007,YOSEF,KINGS,M,56
2007,YOEL,NASSAU,M,5
2007,YOEL,ORANGE,M,7
2007,YOEL,KINGS,M,13
2007,YOCHEVED,KINGS,F,15
2007,YITZCHOK,ROCKLAND,M,11
2007,YITZCHOK,KINGS,M,39
2007,YITTY,KINGS,F,18
2007,YITTY,ROCKLAND,F,9
2007,YISROEL,KINGS,M,55
2007,YISROEL,ROCKLAND,M,20
2007,YIDES,KINGS,F,21
2007,YEHUDIS,KINGS,F,24
2007,YEHUDIS,ROCKLAND,F,7
2007,YEHUDA,KINGS,M,40
2007,YEHUDA,ROCKLAND,M,11
2007,YEHOSHUA,KINGS,M,12
2007,YEHOSHUA,ROCKLAND,M,6
2007,YECHIEL,KINGS,M,19
2007,YECHIEL,ROCKLAND,M,5
2007,YASMIN,KINGS,F,10
2007,YASMIN,QUEENS,F,11
2007,YANDEL,BRONX,M,13
2007,YAKOV,ROCKLAND,M,16
2007,YAKOV,KINGS,M,24
2007,YAHIR,QUEENS,M,10
2007,YAEL,NASSAU,F,5
2007,YAAKOV,ROCKLAND,M,8
2007,YAAKOV,KINGS,M,33
2007,XAVIER,NIAGARA,M,5
2007,XAVIER,OSWEGO,M,5
2007,XAVIER,SUFFOLK,M,25
2007,XAVIER,MONROE,M,18
2007,XAVIER,ALBANY,M,7
2007,XAVIER,ERIE,M,15
2007,XAVIER,QUEENS,M,45
2007,XAVIER,KINGS,M,61
2007,XAVIER,WESTCHESTER,M,20
2007,XAVIER,DUTCHESS,M,5
2007,XAVIER,NEW YORK,M,26
2007,XAVIER,NASSAU,M,18
2007,XAVIER,RICHMOND,M,10
2007,XAVIER,ORANGE,M,8
2007,XAVIER,BRONX,M,68
2007,XAVIER,ROCKLAND,M,5
2007,XANDER,ERIE,M,6
2007,WYATT,JEFFERSON,M,5
2007,WYATT,MONROE,M,5
2007,WYATT,OSWEGO,M,7
2007,WYATT,ONONDAGA,M,6
2007,WYATT,ALBANY,M,5
2007,WYATT,NASSAU,M,5
2007,WYATT,ERIE,M,9
2007,WYATT,SUFFOLK,M,5
2007,WYATT,NEW YORK,M,13
2007,WYATT,CHENANGO,M,5
2007,WYATT,FRANKLIN,M,7
2007,WYATT,CATTARAUGUS,M,5
2007,WINNIE,NEW YORK,F,13
2007,WINNIE,KINGS,F,31
2007,WILSON,KINGS,M,11
2007,WILSON,NEW YORK,M,10
2007,WILSON,QUEENS,M,11
2007,WILMER,NASSAU,M,5
2007,WILLIAM,ULSTER,M,9
2007,WILLIAM,SCHENECTADY,M,7
2007,WILLIAM,NASSAU,M,73
2007,WILLIAM,ORANGE,M,14
2007,WILLIAM,MONROE,M,48
2007,WILLIAM,SULLIVAN,M,9
2007,WILLIAM,QUEENS,M,85
2007,WILLIAM,ONEIDA,M,8
2007,WILLIAM,ONONDAGA,M,29
2007,WILLIAM,SUFFOLK,M,89
2007,WILLIAM,CATTARAUGUS,M,5
2007,WILLIAM,ERIE,M,50
2007,WILLIAM,RENSSELAER,M,7
2007,WILLIAM,ROCKLAND,M,13
2007,WILLIAM,ORLEANS,M,5
2007,WILLIAM,BRONX,M,35
2007,WILLIAM,KINGS,M,102
2007,WILLIAM,RICHMOND,M,20
2007,WILLIAM,JEFFERSON,M,9
2007,WILLIAM,NEW YORK,M,117
2007,WILLIAM,PUTNAM,M,7
2007,WILLIAM,SARATOGA,M,10
2007,WILLIAM,ONTARIO,M,6
2007,WILLIAM,WESTCHESTER,M,61
2007,WILLIAM,TOMPKINS,M,8
2007,WILLIAM,BROOME,M,8
2007,WILLIAM,WARREN,M,5
2007,WILLIAM,NIAGARA,M,14
2007,WILLIAM,DUTCHESS,M,9
2007,WILLIAM,ALBANY,M,9
2007,WESLEY,NASSAU,M,5
2007,WENDY,QUEENS,F,13
2007,WENDY,KINGS,F,12
2007,VIVIAN,MONROE,F,8
2007,VIVIAN,KINGS,F,44
2007,VIVIAN,QUEENS,F,16
2007,VIVIAN,NASSAU,F,8
2007,VIVIAN,SUFFOLK,F,5
2007,VIVIAN,NEW YORK,F,13
2007,VIOLET,ERIE,F,6
2007,VIOLET,NEW YORK,F,14
2007,VIOLET,MONROE,F,6
2007,VIOLET,SUFFOLK,F,7
2007,VINCENZO,NASSAU,M,8
2007,VINCENZO,MONROE,M,6
2007,VINCENT,NASSAU,M,29
2007,VINCENT,NIAGARA,M,7
2007,VINCENT,BRONX,M,13
2007,VINCENT,WESTCHESTER,M,13
2007,VINCENT,NEW YORK,M,30
2007,VINCENT,ALBANY,M,6
2007,VINCENT,ERIE,M,15
2007,VINCENT,RICHMOND,M,24
2007,VINCENT,SUFFOLK,M,51
2007,VINCENT,KINGS,M,65
2007,VINCENT,MONROE,M,9
2007,VINCENT,ROCKLAND,M,9
2007,VINCENT,DUTCHESS,M,6
2007,VINCENT,QUEENS,M,42
2007,VINCENT,ORANGE,M,9
2007,VINCENT,ONONDAGA,M,6
2007,VICTORIA,SUFFOLK,F,59
2007,VICTORIA,NIAGARA,F,6
2007,VICTORIA,DUTCHESS,F,8
2007,VICTORIA,NEW YORK,F,14
2007,VICTORIA,QUEENS,F,89
2007,VICTORIA,NASSAU,F,41
2007,VICTORIA,WESTCHESTER,F,30
2007,VICTORIA,RICHMOND,F,30
2007,VICTORIA,BRONX,F,42
2007,VICTORIA,ORANGE,F,12
2007,VICTORIA,ERIE,F,21
2007,VICTORIA,ONONDAGA,F,11
2007,VICTORIA,ALBANY,F,5
2007,VICTORIA,MONROE,F,13
2007,VICTORIA,ROCKLAND,F,6
2007,VICTORIA,ULSTER,F,6
2007,VICTORIA,KINGS,F,75
2007,VICTORIA,SCHENECTADY,F,5
2007,VICTOR,SUFFOLK,M,13
2007,VICTOR,BRONX,M,40
2007,VICTOR,ORANGE,M,6
2007,VICTOR,KINGS,M,31
2007,VICTOR,MONROE,M,9
2007,VICTOR,WESTCHESTER,M,11
2007,VICTOR,NEW YORK,M,22
2007,VICTOR,NASSAU,M,8
2007,VICTOR,QUEENS,M,27
2007,VICKY,NEW YORK,F,14
2007,VICKY,KINGS,F,12
2007,VICKY,QUEENS,F,10
2007,VERONICA,SUFFOLK,F,7
2007,VERONICA,QUEENS,F,16
2007,VERONICA,KINGS,F,19
2007,VERONICA,WESTCHESTER,F,5
2007,VERONICA,NASSAU,F,5
2007,VANESSA,ROCKLAND,F,5
2007,VANESSA,NEW YORK,F,15
2007,VANESSA,ERIE,F,7
2007,VANESSA,RICHMOND,F,14
2007,VANESSA,ORANGE,F,7
2007,VANESSA,QUEENS,F,43
2007,VANESSA,NASSAU,F,14
2007,VANESSA,KINGS,F,31
2007,VANESSA,WESTCHESTER,F,16
2007,VANESSA,BRONX,F,23
2007,VANESSA,SUFFOLK,F,22
2007,VANESA,NASSAU,F,5
2007,VALERY,QUEENS,F,12
2007,VALERY,NASSAU,F,5
2007,VALERIE,KINGS,F,20
2007,VALERIE,ORANGE,F,5
2007,VALERIE,QUEENS,F,32
2007,VALERIE,SUFFOLK,F,11
2007,VALERIE,NASSAU,F,10
2007,VALERIE,BRONX,F,16
2007,VALERIE,WESTCHESTER,F,5
2007,VALERIA,KINGS,F,12
2007,VALERIA,QUEENS,F,15
2007,VALERIA,NASSAU,F,7
2007,VALERIA,SUFFOLK,F,10
2007,VALERIA,WESTCHESTER,F,19
2007,VALENTINA,QUEENS,F,27
2007,VALENTINA,SUFFOLK,F,9
2007,VALENTINA,NEW YORK,F,11
2007,VALENTINA,NASSAU,F,7
2007,USHER,ROCKLAND,M,5
2007,USHER,KINGS,M,18
2007,TZVI,KINGS,M,38
2007,TZVI,ROCKLAND,M,7
2007,TZIREL,KINGS,F,10
2007,TYRESE,KINGS,M,13
2007,TYLER,SUFFOLK,M,94
2007,TYLER,HERKIMER,M,9
2007,TYLER,MONTGOMERY,M,6
2007,TYLER,WESTCHESTER,M,37
2007,TYLER,PUTNAM,M,6
2007,TYLER,WARREN,M,5
2007,TYLER,DUTCHESS,M,15
2007,TYLER,ORANGE,M,25
2007,TYLER,NIAGARA,M,20
2007,TYLER,QUEENS,M,75
2007,TYLER,CLINTON,M,5
2007,TYLER,ULSTER,M,10
2007,TYLER,SCHENECTADY,M,8
2007,TYLER,ALLEGANY,M,9
2007,TYLER,MONROE,M,51
2007,TYLER,WAYNE,M,5
2007,TYLER,ONEIDA,M,16
2007,TYLER,LEWIS,M,5
2007,TYLER,NEW YORK,M,27
2007,TYLER,ONONDAGA,M,26
2007,TYLER,ROCKLAND,M,10
2007,TYLER,ST LAWRENCE,M,8
2007,TYLER,CATTARAUGUS,M,6
2007,TYLER,ONTARIO,M,5
2007,TYLER,BRONX,M,53
2007,TYLER,SULLIVAN,M,6
2007,TYLER,NASSAU,M,71
2007,TYLER,ERIE,M,49
2007,TYLER,GENESEE,M,5
2007,TYLER,RENSSELAER,M,16
2007,TYLER,BROOME,M,12
2007,TYLER,SARATOGA,M,11
2007,TYLER,ALBANY,M,17
2007,TYLER,JEFFERSON,M,15
2007,TYLER,KINGS,M,77
2007,TYLER,RICHMOND,M,10
2007,TYLER,OSWEGO,M,11
2007,TUCKER,MONROE,M,5
2007,TROY,NASSAU,M,5
2007,TROY,QUEENS,M,13
2007,TROY,SUFFOLK,M,7
2007,TRISTAN,QUEENS,M,29
2007,TRISTAN,RICHMOND,M,10
2007,TRISTAN,BRONX,M,35
2007,TRISTAN,ROCKLAND,M,5
2007,TRISTAN,JEFFERSON,M,5
2007,TRISTAN,MONROE,M,11
2007,TRISTAN,SUFFOLK,M,19
2007,TRISTAN,ONONDAGA,M,8
2007,TRISTAN,ORANGE,M,5
2007,TRISTAN,KINGS,M,33
2007,TRISTAN,NASSAU,M,14
2007,TRISTAN,WESTCHESTER,M,13
2007,TRISTAN,NEW YORK,M,23
2007,TRISTAN,ERIE,M,8
2007,TRINITY,KINGS,F,13
2007,TRINITY,NASSAU,F,7
2007,TRINITY,MONROE,F,8
2007,TRINITY,NIAGARA,F,5
2007,TRINITY,ONEIDA,F,6
2007,TRINITY,BRONX,F,14
2007,TRINITY,SUFFOLK,F,13
2007,TREVOR,WESTCHESTER,M,5
2007,TREVOR,SUFFOLK,M,12
2007,TREVOR,MONROE,M,11
2007,TREVOR,ONONDAGA,M,5
2007,TREVOR,ERIE,M,10
2007,TRENTON,MONROE,M,10
2007,TRENT,ERIE,M,5
2007,TRAVIS,SUFFOLK,M,7
2007,TRAVIS,ERIE,M,7
2007,TRANY,ROCKLAND,F,13
2007,TONY,NEW YORK,M,15
2007,TONY,QUEENS,M,13
2007,TONY,KINGS,M,19
2007,TOBY,ROCKLAND,F,8
2007,TOBY,KINGS,F,27
2007,TIMOTHY,KINGS,M,35
2007,TIMOTHY,WESTCHESTER,M,7
2007,TIMOTHY,ONONDAGA,M,9
2007,TIMOTHY,SARATOGA,M,5
2007,TIMOTHY,NEW YORK,M,11
2007,TIMOTHY,GENESEE,M,5
2007,TIMOTHY,NASSAU,M,22
2007,TIMOTHY,ONTARIO,M,5
2007,TIMOTHY,MONROE,M,5
2007,TIMOTHY,QUEENS,M,20
2007,TIMOTHY,ORANGE,M,7
2007,TIMOTHY,ERIE,M,14
2007,TIMOTHY,SUFFOLK,M,19
2007,TIMOTHY,DUTCHESS,M,7
2007,TIFFANY,SUFFOLK,F,10
2007,TIFFANY,NASSAU,F,10
2007,TIFFANY,BRONX,F,16
2007,TIFFANY,KINGS,F,40
2007,TIFFANY,NEW YORK,F,20
2007,TIFFANY,QUEENS,F,53
2007,TIFFANY,WESTCHESTER,F,10
2007,TIARA,BRONX,F,10
2007,THOMAS,ALBANY,M,24
2007,THOMAS,DUTCHESS,M,9
2007,THOMAS,PUTNAM,M,5
2007,THOMAS,WESTCHESTER,M,57
2007,THOMAS,RICHMOND,M,29
2007,THOMAS,BROOME,M,9
2007,THOMAS,ORANGE,M,13
2007,THOMAS,ULSTER,M,6
2007,THOMAS,RENSSELAER,M,8
2007,THOMAS,NASSAU,M,80
2007,THOMAS,TOMPKINS,M,5
2007,THOMAS,MONROE,M,30
